label	column_type	phase	case	iteration	wall_ms	server_ms	rows	bytes	result	result_sha256
v2_jsonb_control	jsonb	query	shallow_path	4	308.082	-	10000000	4807782770	9946720	0ccf6a23e665bc15f1ca416fb68b33e84c8f787ca7ba2978e74420aa2d043ef1
v2_jsonb_control	jsonb	query	shallow_path	5	282.192	-	10000000	4807782770	9946720	0ccf6a23e665bc15f1ca416fb68b33e84c8f787ca7ba2978e74420aa2d043ef1
v2_jsonb_control	jsonb	query	deep_path	1	313.135	-	10000000	4807782770	9546110	2c8490f7c140b583c04d8fe2c18914af7a048ee3e3310ed880137cf7c0cfb35f
v2_jsonb_control	jsonb	query	deep_path	2	320.268	-	10000000	4807782770	9546110	2c8490f7c140b583c04d8fe2c18914af7a048ee3e3310ed880137cf7c0cfb35f
v2_jsonb_control	jsonb	query	deep_path	3	321.541	-	10000000	4807782770	9546110	2c8490f7c140b583c04d8fe2c18914af7a048ee3e3310ed880137cf7c0cfb35f
v2_jsonb_control	jsonb	query	deep_path	4	315.751	-	10000000	4807782770	9546110	2c8490f7c140b583c04d8fe2c18914af7a048ee3e3310ed880137cf7c0cfb35f
v2_jsonb_control	jsonb	query	deep_path	5	319.271	-	10000000	4807782770	9546110	2c8490f7c140b583c04d8fe2c18914af7a048ee3e3310ed880137cf7c0cfb35f
v2_jsonb_control	jsonb	query	path_group	1	315.315	-	10000000	4807782770	15	e629fa6598d732768f7c726b4b621285f9c3b85303900aa912017db7617d8bdb
v2_jsonb_control	jsonb	query	path_group	2	323.205	-	10000000	4807782770	15	e629fa6598d732768f7c726b4b621285f9c3b85303900aa912017db7617d8bdb
v2_jsonb_control	jsonb	query	path_group	3	299.845	-	10000000	4807782770	15	e629fa6598d732768f7c726b4b621285f9c3b85303900aa912017db7617d8bdb
v2_jsonb_control	jsonb	query	path_group	4	306.311	-	10000000	4807782770	15	e629fa6598d732768f7c726b4b621285f9c3b85303900aa912017db7617d8bdb
v2_jsonb_control	jsonb	query	path_group	5	313.702	-	10000000	4807782770	15	e629fa6598d732768f7c726b4b621285f9c3b85303900aa912017db7617d8bdb
v2_release	variant	load	stream_load	1	67783.835	67765	10000000	4807782770	Success	-
v2_release	variant	load	stream_load	2	67804.674	67786	10000000	4807782770	Success	-
v2_release	variant	load	stream_load	3	67976.207	67958	10000000	4807782770	Success	-
